Channel ID,Channel Display Name,Partner Revenue
UC1DjmEBs5Yaf_uI-noVSqyQ,Minh Đinh,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UC3Ge8bBJhpxkrTJrLYWURlA,Vanmiu Beauty,0.668826
UC3e6EhruQiOzdzG4bR82t9Q,TUAN PHAN,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCB849xB6Z17yR_CxuNEwqSQ,SML Channel,0
UCQ6deCckW6dU4rSku7_cjrg,DIEN QUAN Film,0.007416
UCA3GtNtuKvcj6VrwZ5Gpx9g,DIEN QUAN Entertainment / Giải Trí,0.0045
UCF81Px1sy2hXbM36_YhhoYg,DIEN QUAN Food & Lifestyle/ Ẩm thực & Cuộc sống.,0
UChBu64RIcdO6hMaJ4Ao8kZA,Liêu Hà Trinh,0.151052
UCrpid_Rxe8TrGYNmB1e01IA,hanh bui,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCwmurIyZ6FHyVPtKppe_2_A,DIEN QUAN Comedy / Hài,0.142626
UCQ6deCckW6dU4rSku7_cjrg,DIEN QUAN Film,0.153286
UCpRaxwqI0gq-n9BFWziRn1Q,Vo Ha Tram Official,77.976903
UCbjq_ONvmJXsiE2YS02a_9Q,Tào Lao Vlog,0
UC2991LtxBBj_Ib7CB3_Cs-w,Thành Công,0
UCNGs9HfpAkghyB1jAfw6-UA,DIEN QUAN Kids,0.080625
UCuHL9SSiXZnM89fM2n3GMPg,Hài / Comedy,0.008346
UCf1_KkmMrPkxX_FIq-W9yhA,Ống Kính Hậu Trường,0.000802
UCQ6deCckW6dU4rSku7_cjrg,DIEN QUAN Film,41.285772
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0.000213
UCTq2dfu0hGe7yHz-eH4-DSw,Siêu Sao TV,0.028816
UCTq2dfu0hGe7yHz-eH4-DSw,Siêu Sao TV,0.090927
UCR08Oa8SiQvOui4Cma5KkCg,Gia Mỹ Official,4.688477
UCpRaxwqI0gq-n9BFWziRn1Q,Vo Ha Tram Official,0.003297
UCMMPGC9Ow2FmYE6ogg48GFg,Color Man,0.031986
UCA3GtNtuKvcj6VrwZ5Gpx9g,DIEN QUAN Entertainment / Giải Trí,0.002575
UCOZ8z9xeWubBriv_IYDIsDw,Rhoda Ricamara,0.001841
UCwmurIyZ6FHyVPtKppe_2_A,DIEN QUAN Comedy / Hài,0.009755
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCMMPGC9Ow2FmYE6ogg48GFg,Color Man,2.374231
UCpWjproaHsZl38uWXaOwilQ,Trường Đặng,0
UCNGs9HfpAkghyB1jAfw6-UA,DIEN QUAN Kids,0.160523
UCwmurIyZ6FHyVPtKppe_2_A,DIEN QUAN Comedy / Hài,33.148424
UCMMPGC9Ow2FmYE6ogg48GFg,Color Man,0.510728
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCqDpVOeCFYq2C2aLhQsm8TQ,Get Fit Vietnam,0.000398
UCvoQ2QzfwzoYU4OV8bPcDhw,Hi Pencil Studio,0.258977
UCuHL9SSiXZnM89fM2n3GMPg,Hài / Comedy,5.01139
UCaRJT3MHpRh51b758HCdjoQ,Sam Sam Channel,0.000506
UCF81Px1sy2hXbM36_YhhoYg,DIEN QUAN Food & Lifestyle/ Ẩm thực & Cuộc sống.,0.041422
UCF81Px1sy2hXbM36_YhhoYg,DIEN QUAN Food & Lifestyle/ Ẩm thực & Cuộc sống.,0.262528
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UC-Xqt_AUETd3g7Ulp2l-3gw,DANCE PASSION VIETNAM,0.023053
UCFwpyXH021IZc_vNRbOrzkQ,Phong Nguyen,0
UCFl-lCoiKxpI7h2VE-6gDlw,Pham Thuy Van,5.538595
UCA3GtNtuKvcj6VrwZ5Gpx9g,DIEN QUAN Entertainment / Giải Trí,0.638499
UCkvIaObZWNK9n6SB53sUu-g,Buzz TV,0.001155
UCvE_03SkYjkovApE4O9AjBg,Guitar Classic,165.995145
UCfLFA7in_KenJxJT_Zjbbjg,Phuc Pham,0
UCNGs9HfpAkghyB1jAfw6-UA,DIEN QUAN Kids,0.917883
UCEPHB5VGIDxbpKDQTDDLDEg,Rap Việt Underground,0.10247
UCEPHB5VGIDxbpKDQTDDLDEg,Rap Việt Underground,0.072964
UCeqFTIxA9Qkco4EVmfk_wUw,Color Man Food Tour / English speaking,1.349689
UCA3GtNtuKvcj6VrwZ5Gpx9g,DIEN QUAN Entertainment / Giải Trí,24.011892
UCvoQ2QzfwzoYU4OV8bPcDhw,Hi Pencil Studio,0.007547
UCMMPGC9Ow2FmYE6ogg48GFg,Color Man,0.174037
UCqDpVOeCFYq2C2aLhQsm8TQ,Get Fit Vietnam,0
UCzJReF1Fxt0TczkuzpA7etw,Góc Bolero,5.993745
UC3QP0yrT_hWpHeNwdI2s2Tw,Nghệ Sĩ Ngọc Huyền Official,0
UCxMU8shZb6kIGEpmw__AwBQ,CƯỜI TV,0
UCB849xB6Z17yR_CxuNEwqSQ,SML Channel,0.768974
UCB849xB6Z17yR_CxuNEwqSQ,SML Channel,0
UC8weKdmO8J16ayY08kYPQmw,Hoàng Ngô,0
UCqrZSd_aZjkuOkLNsgsldVQ,Trưởng Triệu Khánh,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCwmurIyZ6FHyVPtKppe_2_A,DIEN QUAN Comedy / Hài,0
UCf1_KkmMrPkxX_FIq-W9yhA,Ống Kính Hậu Trường,15.792985
UCwmurIyZ6FHyVPtKppe_2_A,DIEN QUAN Comedy / Hài,0.026035
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCA3GtNtuKvcj6VrwZ5Gpx9g,DIEN QUAN Entertainment / Giải Trí,0.039803
UCHxeSxoJpuNivSZTP_224XA,Huỳnh Ni,0
UCNGs9HfpAkghyB1jAfw6-UA,DIEN QUAN Kids,0.00317
UCwmurIyZ6FHyVPtKppe_2_A,DIEN QUAN Comedy / Hài,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0.00082
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCJhAAwPSqxr96cLRcYSHzUg,Việt Kara - Karaoke Beat Chuẩn,0
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCA3GtNtuKvcj6VrwZ5Gpx9g,DIEN QUAN Entertainment / Giải Trí,0.135959
UCB849xB6Z17yR_CxuNEwqSQ,SML Channel,0.083731
UCA3GtNtuKvcj6VrwZ5Gpx9g,DIEN QUAN Entertainment / Giải Trí,0.326424
UCMMPGC9Ow2FmYE6ogg48GFg,Color Man,0.456179
UCJK0mWZMt61liub6QGruQew,Hoang Tuan Origami,0
UCGu0tr8OaBALTLP4Q6KSf7w,Song Anh Channel,0.314865
UCCf02lBqfg4qxvKyKiGaYsw,Truyen Hinh Can Tho,0
UCF3zCyOModLIKG1C9mg4hsQ,KHƯƠNG DỪA CHANNEL,6.341317
UChBu64RIcdO6hMaJ4Ao8kZA,Liêu Hà Trinh,0.00815
UCkp2NHVhOw7JTPVWPp3Zwiw,Khám Phá Bí Ẩn,0
